YEAR,MONTH,DAY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,FATALITIES,INJURED / INFECTED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,MAGNITUDE,PLACE
1956,Nov,1,technology,explosion,non-residential,39,88.0,,nan,0.0,springhill ns
1958,Oct,23,technology,infrastructure failure,manufacturing / industry,75,99.0,,nan,0.0,springhill ns
1981,Oct,28,natural,geological,landslide,9,0.0,,nan,0.0,squamish bc
1980,Dec,26,natural,meteorological - hydrological,flood,0,0.0,101430000000,13831364,0.0,squamish river bc
1992,Dec,21,technology,fire,residential,0,0.0,,nan,0.0,st. john's nl
1921,Feb,8,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,st. john's nl
1942,Dec,12,conflict,fire,residential,99,100.0,,nan,0.0,st. john's nl
1948,Sep,14,natural,meteorological - hydrological,flood,1,0.0,,nan,0.0,st. john's nl
1958,Mar,1,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,st. john's nl
1959,Feb,16,natural,meteorological - hydrological,storm,6,10.0,,nan,0.0,st. john's nl
1970,Feb,27,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,st. john's nl
1978,Sep,5,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,st. john's nl
1984,Apr,13,natural,meteorological - hydrological,storm,0,0.0,32726190000,3240217,0.0,st. john's nl
1966,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,,nan,0.0,st. lawrence counties of quebec
1957,Jan,1,technology,hazardous chemicals,leak / spill release,75,0.0,,nan,0.0,st. lawrence nl
1930,Jun,26,natural,meteorological - hydrological,storm,30,11.0,,nan,0.0,st. lawrence river
1914,May,28,technology,transportation accident,marine,1024,0.0,,nan,0.0,st. lawrence river qc
1965,Jan,1,natural,meteorological - hydrological,flood,20,0.0,,nan,0.0,st. lawrence river qc
1991,Jul,9,technology,hazardous chemicals,derailment release,0,0.0,,nan,0.0,st. lazare mb
1990,May,16,technology,hazardous chemicals,fire,0,0.0,,nan,0.0,st.-amable qc
1910,Apr,15,natural,geological,landslide,4,0.0,,nan,0.0,st-alphonse-de-bagotville qc
1951,Dec,19,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,"stephenville crossing, summerside nl"
2005,Sep,27,natural,meteorological - hydrological,flood,SIN,SIN,184617550000,10352386,0.0,stephenville nl
1978,Apr,12,technology,hazardous chemicals,leak / spill release,0,4.0,,nan,0.0,st-eustache qc
1938,Sep,1,natural,geological,landslide,4,12.0,,nan,0.0,st-gregoire-de-montmercy qc
1999,Dec,30,technology,hazardous chemicals,derailment release,2,0.0,,nan,0.0,st-hilaire qc
1981,Apr,29,technology,hazardous chemicals,leak / spill release,0,0.0,,nan,0.0,st-hilaire qc
1986,Jan,21,technology,hazardous chemicals,fire,0,0.0,,nan,0.0,stoney creek on
1989,Oct,2,technology,hazardous chemicals,vehicle,2,1.0,,nan,0.0,sudbury on
1995,Nov,16,technology,hazardous chemicals,leak / spill release,0,20.0,,nan,0.0,sudbury on
1970,Aug,20,natural,meteorological - hydrological,air,6,200.0,750000000,221675,0.0,"sudbury, lively, coppercliff and field on"
1951,Jan,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,sumas and chilliwack bc
1996,Jan,1,natural,meteorological - hydrological,flood,0,0.0,1003070000,67699,0.0,sunny valley ab
1981,Jan,1,natural,meteorological - hydrological,flood,0,0.0,222480000,26967,0.0,sussex nb
1998,May,5,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,swan hills ab
1993,Jul,4,natural,meteorological - hydrological,flood,0,0.0,57383410000,4022202,0.0,swan river mb
1938,Dec,6,technology,infrastructure failure,manufacturing / industry,20,0.0,,nan,0.0,"sydney mines, cape breton ns"
1994,May,25,technology,explosion,non-residential,0,0.0,,nan,0.0,sydney ns
2000,Nov,2,natural,meteorological - hydrological,flood,0,1.0,56278430000,3539524,0.0,sydney ns
1999,Jan,25,technology,explosion,non-residential,0,15.0,,nan,0.0,taylor bc
1999,Feb,11,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,terrace bc
1971,Jan,1,natural,meteorological - hydrological,avalanche,7,0.0,,nan,0.0,terrace bc
2007,Jun,5,natural,meteorological - hydrological,flood,0,0.0,96000000000,5165919,0.0,"terrace, smithers & mount currie bc"
1999,Apr,23,technology,transportation accident,rail,2,60.0,,nan,0.0,thamesville on
1959,Feb,16,natural,meteorological - hydrological,avalanche,5,9.0,,nan,0.0,"the battery, st. john's harbour nl"
2003,Aug,4,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,"the bois-francs, chaudière-appalaches, beauce, l'outaouais, lanaudière, and abitibi-témiscamingue regions qc"
2004,Jul,21,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,0.0,the pas mb
1957,Jan,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,thetford mines qc
2012,May,28,natural,meteorological - hydrological,flood,0,0.0,2415890000000,119107149,SIN,thunder bay on
1998,Jul,22,natural,meteorological - hydrological,fire,0,0.0,120441180000,7915083,0.0,tibbet lake nt
1996,May,17,natural,meteorological - hydrological,flood,0,0.0,3785570000,255494,0.0,timmins and dufferin county on
1997,May,29,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,timmins on
1961,Aug,31,natural,meteorological - hydrological,flood,5,0.0,,nan,0.0,timmins on
1986,Mar,31,technology,hazardous chemicals,derailment release,0,0.0,,nan,0.0,timmins on
1904,Apr,19,technology,fire,non-residential,0,0.0,,nan,0.0,toronto on
1992,Jul,31,natural,meteorological - hydrological,flood,0,0.0,53379400000,3812814,0.0,toronto on
1995,Aug,11,technology,transportation accident,rail,3,140.0,,nan,0.0,toronto on
1999,Jan,13,natural,meteorological - hydrological,storm,2,0.0,1220000000000,78794403,0.0,toronto on
2005,Sep,24,natural,biological,infestation/epidemic/pandemic,23,112.0,00000,00,0.0,toronto on
2008,Jul,20,technology,explosion,residential,0,10.0,00000,00,0.0,toronto on
2008,Aug,10,technology,explosion,non-residential,2,58.0,00000,00,0.0,toronto on
1944,Dec,11,natural,meteorological - hydrological,storm,21,0.0,,nan,0.0,toronto on
1949,Sep,17,technology,fire,vehicle,118,0.0,,nan,0.0,toronto on
1953,Aug,24,natural,meteorological - hydrological,head event/drought,1,186.0,,nan,0.0,toronto on
1954,Oct,14,natural,meteorological - hydrological,storm,81,0.0,,nan,0.0,toronto on
1970,Jul,5,technology,transportation accident,air,109,0.0,,nan,0.0,toronto on
1976,Aug,27,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,toronto on
1982,Oct,14,conflict,terrorist,bomb attacks,0,10.0,,nan,0.0,toronto on
2013,Jul,8,natural,meteorological - hydrological,flood,0,0.0,9400000000000,459283388,SIN,toronto on
2009,Aug,20,natural,meteorological - hydrological,air,1,0.0,961830000000,50445629,0.0,"toronto, windsor, vaughan and newmarket on"
1962,Dec,11,natural,geological,landslide,9,0.0,,nan,0.0,toulnustouc river qc
1966,Mar,4,technology,transportation accident,air,64,0.0,,nan,0.0,"toyko, japan"
2008,Apr,17,natural,meteorological - hydrological,flood,0,0.0,00000,00,0.0,trent hills on
1918,Oct,12,technology,fire,non-residential,0,0.0,,nan,0.0,trenton on
1993,Jul,14,technology,hazardous chemicals,leak / spill release,0,0.0,,nan,0.0,truro ns
1984,Feb,5,natural,meteorological - hydrological,flood,1,0.0,,nan,0.0,truro ns
1993,Sep,23,natural,meteorological - hydrological,storm surge,0,0.0,,nan,0.0,tuktoyaktuk and mackenzie delta nt
2006,Jul,3,natural,meteorological - hydrological,fire,0,0.0,00000,00,0.0,tumbler ridge bc
2002,Jun,24,natural,meteorological - hydrological,fire,0,0.0,310140000,18608,0.0,turnor lake sk
2003,Feb,21,technology,transportation accident,rail,SIN,2.0,,nan,0.0,tyendinaga township first nation on
1989,Dec,25,natural,geological,earthquake,0,0.0,,nan,6.0,ungava peninsula qc
1903,Feb,28,natural,geological,landslide,0,0.0,,nan,0.0,upper arrow lake bc
1986,May,15,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,upper gagetown and burton nb
1983,May,10,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,"upper richelieu river, montréal qc"
1993,Apr,12,natural,meteorological - hydrological,flood,0,0.0,149732220000,10495249,0.0,upper saint john river valley nb
2010,Jun,23,natural,geological,earthquake,0,0.0,00000,00,5.0,val-des-bois and gracefield qc
1987,May,13,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,valrita-harty on
2009,Jul,27,natural,meteorological - hydrological,head event/drought,455,SIN,00000,00,0.0,vancouver and fraser bc
1999,Sep,24,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,vancouver bc
2006,Dec,11,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,vancouver bc
2007,Nov,12,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,vancouver bc
1958,Jun,17,technology,infrastructure failure,vehicle,18,0.0,,nan,0.0,vancouver bc
2011,Jun,15,conflict,civil incident,disturbance / demonstrations,0,144.0,00000,00,SIN,vancouver bc
1990,Feb,23,technology,hazardous chemicals,marine release,0,0.0,,nan,0.0,vancouver harbour bc
1906,Jan,1,technology,transportation accident,marine,126,0.0,,nan,0.0,vancouver island (bc)
2003,Oct,16,natural,meteorological - hydrological,flood,2,1.0,89589660000,5228968,0.0,vancouver island and southwestern british columbia
1975,Mar,1,natural,meteorological - hydrological,storm,14,0.0,,nan,0.0,vancouver island bc
1979,Dec,18,natural,meteorological - hydrological,flood,0,0.0,26426700000,3964005,0.0,vancouver island bc
2009,Jan,6,natural,meteorological - hydrological,storm,0,0.0,131918840000,6918820,0.0,"vancouver, fraser valley and the greater vancouver regional districts bc"
2000,Jul,3,natural,meteorological - hydrological,flood,0,0.0,37872940000,2381946,0.0,vanguard sk
1991,Oct,16,natural,meteorological - hydrological,storm,0,0.0,43967370000,3186041,0.0,vernon bc
1971,Aug,27,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,victoriaville qc
2012,Oct,2,natural,meteorological - hydrological,fire,SIN,SIN,00000,00,SIN,vita mb
2000,May,19,natural,biological,infestation/epidemic/pandemic,6,2300.0,00000,00,0.0,walkerton on
1986,Jun,2,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,waswanipi reserve qc
1980,May,28,technology,transportation accident,vehicle,22,11.0,,nan,0.0,webb sk
1901,Jan,1,technology,infrastructure failure,manufacturing / industry,16,0.0,,nan,0.0,wellington bc
1915,Feb,1,technology,infrastructure failure,manufacturing / industry,19,0.0,,nan,0.0,wellington bc
2010,May,23,natural,meteorological - hydrological,fire,0,0.0,00000,00,0.0,wemotaci reserve and la tuque qc
1962,Oct,12,natural,meteorological - hydrological,storm,7,0.0,,nan,0.0,west coast british columbia
1984,Oct,11,natural,meteorological - hydrological,storm,5,0.0,,nan,0.0,west coast of british columbia
2003,Mar,31,natural,meteorological - hydrological,flood,0,SIN,69347070000,4047494,0.0,west coast of newfoundland
1990,May,25,natural,meteorological - hydrological,flood,1,0.0,221473360000,16949492,0.0,western alberta
2003,Jan,21,natural,meteorological - hydrological,avalanche,30,SIN,,nan,0.0,western canada
1985,May,1,natural,meteorological - hydrological,head event/drought,0,0.0,,nan,0.0,western canada
1995,Apr,1,natural,meteorological - hydrological,flood,0,0.0,42056450000,2880579,0.0,western mb
1971,Jul,23,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,western prairies
1976,Feb,2,natural,meteorological - hydrological,storm surge,0,0.0,41378000000,7982894,0.0,"western, central and northern ns"
1981,Aug,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,westfield and grand bay nb
2011,Jun,17,natural,meteorological - hydrological,flood,0,0.0,332580000000,16642869,SIN,weyburn and estavan sk
1954,Jan,30,natural,meteorological - hydrological,air,0,0.0,,nan,0.0,white point beach ns
1999,Jun,8,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,white rock bc
1988,Jan,1,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,whitedog lake on
1993,Oct,17,technology,hazardous chemicals,leak / spill release,0,0.0,,nan,0.0,windsor on
1999,Sep,3,technology,transportation accident,vehicle,7,33.0,,nan,0.0,windsor on
2007,May,25,technology,fire,non-residential,0,0.0,00000,00,0.0,windsor on
1960,Jan,1,technology,explosion,non-residential,11,0.0,,nan,0.0,windsor on
1974,Apr,3,natural,meteorological - hydrological,air,9,30.0,,nan,0.0,windsor on
1985,May,30,natural,meteorological - hydrological,storm,5,0.0,163900000000,15609524,0.0,windsor on
1946,Jun,17,natural,meteorological - hydrological,air,17,100.0,,nan,0.0,windsor to tecumseh on
1986,May,16,natural,meteorological - hydrological,flood,2,0.0,,nan,0.0,winisk on
2009,Aug,14,natural,meteorological - hydrological,storm,0,0.0,500000000000,26223776,0.0,winnipeg and steinbach mb
1916,Apr,24,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,winnipeg mb
1986,Nov,7,natural,meteorological - hydrological,storm,2,0.0,,nan,0.0,winnipeg mb
1987,Jul,6,natural,meteorological - hydrological,air,0,0.0,,nan,0.0,winnipeg mb
2010,May,28,natural,meteorological - hydrological,flood,0,0.0,77317720000,3982028,0.0,winnipeg mb
1993,Jul,25,natural,meteorological - hydrological,flood,0,0.0,2148072550000,150565833,0.0,winnipeg mb
1996,Jul,16,natural,meteorological - hydrological,storm,0,0.0,1050000000000,70866142,0.0,winnipeg mb
2008,Jul,11,natural,meteorological - hydrological,air,0,0.0,00000,00,0.0,winnipeg mb
1923,Jan,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,winnipeg mb
1950,May,5,natural,meteorological - hydrological,flood,1,0.0,,nan,0.0,winnipeg mb
1960,Apr,18,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,winnipeg mb
1966,Mar,4,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,winnipeg mb
1966,Apr,14,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,winnipeg mb
1969,May,2,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,winnipeg mb
1970,Apr,30,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,winnipeg mb
1978,May,25,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,winnipeg mb
2003,Feb,2,natural,meteorological - hydrological,storm,SIN,SIN,,nan,SIN,wolfe lake and moncton nb
2011,Jun,2,natural,meteorological - hydrological,fire,0,0.0,00000,00,SIN,wollaston lake sk
1998,Jan,1,natural,biological,infestation/epidemic/pandemic,0,0.0,9740550000,640124,0.0,wood buffalo national park ab
1990,Aug,1,natural,meteorological - hydrological,flood,0,0.0,16666670000,1275510,0.0,woodstock nb
1979,Aug,7,natural,meteorological - hydrological,air,2,0.0,,nan,0.0,woodstock on
2010,Nov,7,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,SIN,yarmouth and halifax ns
2010,Nov,4,natural,meteorological - hydrological,storm,0,0.0,41180000000,2120858,0.0,yarmouth county ns
2008,Sep,28,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,yarmouth county ns
1992,Sep,18,conflict,terrorist,bomb attacks,9,0.0,,nan,0.0,yellowknife nt
1992,Jun,17,natural,meteorological - hydrological,flood,0,0.0,2286360000,163311,0.0,yukon rivers yt
1989,Jan,30,natural,meteorological - hydrological,cold event,13,100.0,,nan,0.0,yukon to ontario
1979,Feb,8,natural,meteorological - hydrological,cold event,0,0.0,,nan,0.0,yukon to ontario
2008,Aug,15,technology,hazardous chemicals,fire,0,3.0,00000,00,0.0,zama city ab
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,580.000.000.000,SIN,,nan,SIN,580.000.000.000
2012,Jun,6,natural,meteorological - hydrological,flood,0,0.0,15037480000,741371,SIN,"yukon, northwest territories and british columbia"
2013,May,27,natural,meteorological - hydrological,flood,0,0.0,00000,00,SIN,kasabonika lake first nation on
2013,Jun,19,natural,meteorological - hydrological,flood,4,0.0,27157420000000,1326909772,SIN,southern alberta
2012,May,24,natural,meteorological - hydrological,fire,0,0.0,00000,00,SIN,timmins on
2010,Jul,12,natural,meteorological - hydrological,storm,0,0.0,4000000000000,206008584,SIN,calgary ab
2013,Oct,19,technology,transportation accident,rail,0,0.0,00000,00,SIN,gainsford ab
2012,Jun,24,natural,meteorological - hydrological,fire,0,0.0,00000,00,SIN,northwest river and sheshatshiu nl
2012,Jul,23,natural,meteorological - hydrological,fire,0,0.0,00000,00,SIN,island lake and garden hill mb
2012,Sep,10,natural,meteorological - hydrological,fire,0,0.0,00000,00,SIN,lethbridge and coalhurst ab
2012,Mar,24,natural,meteorological - hydrological,flood,0,0.0,67000000000,3303205,SIN,kashechewan and fort albany on
2012,Jul,31,natural,meteorological - hydrological,fire,0,0.0,00000,00,SIN,sandy lake first nation on
2014,Jul,1,natural,meteorological - hydrological,fire,0,0.0,3000000000000,143769968,SIN,british columbia
2014,Jun,1,natural,meteorological - hydrological,fire,0,0.0,550000000000,26357827,SIN,northwest territories
2013,Jun,19,natural,meteorological - hydrological,storm,0,0.0,107960000000,5274919,SIN,southeast british columbia
2012,Feb,26,technology,transportation accident,rail,3,45.0,00000,00,SIN,burlington on
2014,Aug,4,technology,infrastructure failure,manufacturing / industry,0,0.0,00000,00,SIN,quesnel lake bc
2014,Oct,22,conflict,terrorist,shootings,2,0.0,00000,00,SIN,ottawa on
2014,Jan,23,technology,fire,residential,32,15.0,00000,00,SIN,l’isle-verte qc
2014,Apr,15,natural,meteorological - hydrological,flood,0,0.0,296030000000,14186741,SIN,new brunswick
2014,Oct,20,conflict,terrorist,kidnapping / murder,2,1.0,00000,00,SIN,saint-jean-sur-richelieu qc
2013,Dec,21,natural,meteorological - hydrological,storm,6,SIN,00000,00,SIN,québec
2013,Dec,21,natural,meteorological - hydrological,storm,SIN,SIN,,nan,SIN,southern ontario
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,985.816.420.000,SIN,1600000000000,nan,SIN,2.627.816.420.000
2013,Apr,29,natural,meteorological - hydrological,flood,SIN,SIN,,nan,SIN,cumberland house sk
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,433.090.000.000,SIN,,nan,SIN,433.090.000.000
2014,Jul,5,natural,meteorological - hydrological,storm,0,0.0,247120000000,11842812,SIN,"quebec, new brunswick, nova scotia, and prince edward island"
2013,Dec,20,natural,meteorological - hydrological,storm,0,0.0,2143080000000,104710749,SIN,"ontario, quebec and new brunswick"
2014,Apr,14,natural,meteorological - hydrological,flood,0,0.0,130640000000,6260703,SIN,southern quebec
2014,Jun,25,natural,meteorological - hydrological,flood,SIN,SIN,,nan,SIN,southern manitoba
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,1.646.790.000.000,SIN,,nan,SIN,11.646.790.000.000
2014,Jun,25,natural,meteorological - hydrological,flood,0,0.0,193870000000,9290895,SIN,southern saskatchewan
2014,Jun,15,natural,meteorological - hydrological,flood,SIN,SIN,,nan,SIN,southern alberta
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2015,Jul,1,natural,meteorological - hydrological,fire,SIN,SIN,921910000000,43692417,SIN,northern saskatchewan
2015,Aug,2,natural,meteorological - hydrological,air,SIN,6.0,00000,00,SIN,southern ontario
2015,Apr,17,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,SIN,fort albany and kashcewan first nation
2015,Mar,7,technology,transportation accident,rail,SIN,SIN,00000,00,SIN,gogama and mattagami first nation on
2015,Jun,22,natural,meteorological - hydrological,storm,SIN,SIN,291880000000,13833175,SIN,southern ontario
2015,Mar,28,technology,transportation accident,air,SIN,25.0,00000,00,SIN,halifax ns
2015,Apr,25,natural,geological,earthquake,2,SIN,50000000000,2369668,7.8,nepal
2015,Feb,15,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,maritime provinces
2015,May,28,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,fredericton nb
2015,Apr,18,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,SIN,perth-andover nb
2015,Feb,16,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,southern manitoba
2015,May,9,natural,meteorological - hydrological,fire,1,SIN,204010000000,9668720,SIN,british columbia
2015,Aug,29,natural,meteorological - hydrological,storm,SIN,1.0,347680000000,16477725,SIN,lower mainland british columbia
2015,Apr,8,technology,hazardous chemicals,leak / spill release,SIN,SIN,00000,00,SIN,vancouver bc
2015,Jun,12,natural,meteorological - hydrological,storm,SIN,SIN,981840000000,46532701,SIN,prairie provinces
2015,Jul,22,natural,meteorological - hydrological,storm,SIN,SIN,456760000000,21647393,SIN,alberta and saskatchewan
2015,Aug,4,natural,meteorological - hydrological,storm,SIN,SIN,1672360000000,79258768,SIN,southern alberta
2015,Jun,29,technology,hazardous chemicals,leak / spill release,SIN,SIN,00000,00,SIN,long lake ab
2015,Jul,12,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,SIN,chestermere ab
2016,Sep,29,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,SIN,windsor and tecumseh on
2016,Nov,27,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,nova scotia and prince edward island
2016,Dec,25,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,christmas island ns
2016,Oct,26,natural,biological,infestation/epidemic/pandemic,SIN,SIN,167000000000,7803738,SIN,alberta and saskatchewan
2016,Jul,21,technology,hazardous chemicals,leak / spill release,SIN,SIN,00000,00,SIN,north saskatchewan river sk
2016,Nov,14,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,SIN,red earth first nation sk
2016,Feb,24,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,"ontario, quebec, new brunswick, nove scotia, prince edward island and newfoundland"
2016,Mar,23,natural,meteorological - hydrological,storm,SIN,SIN,273790000000,12793925,SIN,southern ontario
2016,Jul,8,natural,meteorological - hydrological,storm,SIN,SIN,470630000000,21992056,SIN,southern ontario
2016,Mar,29,technology,fire,residential,9,SIN,00000,00,SIN,pikangikum first nation on
2016,Mar,28,natural,geological,landslide,SIN,SIN,00000,00,SIN,horton on
2016,Jun,27,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,SIN,kenora on
2016,Apr,27,natural,meteorological - hydrological,flood,SIN,SIN,00000,00,SIN,kashechewan first nation on
2016,Oct,9,natural,meteorological - hydrological,flood,SIN,SIN,303500000000,14182243,SIN,"nova scotia, prince edward island and newfoundland"
2016,Apr,5,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,nova scotia
2016,Jun,23,natural,meteorological - hydrological,fire,SIN,SIN,00000,00,SIN,easterville and chemawawin mb
2016,Jul,20,natural,meteorological - hydrological,air,SIN,SIN,00000,00,SIN,long plain first nation mb
2016,Aug,4,technology,hazardous chemicals,leak / spill release,SIN,SIN,00000,00,SIN,winnipeg mb
2016,Aug,21,natural,meteorological - hydrological,fire,SIN,SIN,00000,00,SIN,west kelowna bc
2016,Jul,3,natural,meteorological - hydrological,fire,SIN,SIN,00000,00,SIN,burns bog bc
2016,Oct,12,natural,meteorological - hydrological,storm,1,SIN,00000,00,SIN,south coast and lower mainland british columbia
2016,Oct,6,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,south coast and lower mainland british columbia
2016,Mar,9,natural,meteorological - hydrological,storm,1,SIN,00000,00,SIN,south coast and lower mainland british columbia
2016,Oct,13,technology,hazardous chemicals,leak / spill release,SIN,SIN,00000,00,SIN,seaforth channel bc
2016,Jun,15,natural,meteorological - hydrological,flood,SIN,SIN,651320000000,30435514,SIN,northeastern british columbia
2016,Jun,24,natural,meteorological - hydrological,storm,SIN,SIN,355230000000,16599533,SIN,"alberta, saskatchewan, manitoba and ontario"
2016,Jul,18,natural,meteorological - hydrological,storm,SIN,SIN,1027390000000,48008879,SIN,prairie provinces
2016,Jul,8,natural,meteorological - hydrological,storm,SIN,SIN,542520000000,25351402,SIN,prairie provinces
2016,Jun,28,natural,meteorological - hydrological,storm,SIN,SIN,890830000000,41627570,SIN,prairie provinces
2016,Jul,15,natural,meteorological - hydrological,storm,SIN,SIN,704680000000,32928972,SIN,alberta and saskatchewan
2016,Apr,18,natural,meteorological - hydrological,fire,SIN,2.0,00000,00,SIN,"paul first nation, ab"
2016,Jul,30,natural,meteorological - hydrological,flood,SIN,SIN,4625280000000,216134579,SIN,fort mcmurray ab
2016,Apr,30,natural,meteorological - hydrological,fire,2,SIN,40686780000000,1901251402,SIN,fort mcmurray ab
2017,Aug,28,natural,meteorological - hydrological,flood,SIN,SIN,1730000000000,nan,SIN,"windsor, ontario"
2017,Mar,11,natural,meteorological - hydrological,storm,SIN,SIN,600000000000,nan,SIN,newfoundland
2017,Jul,7,natural,meteorological - hydrological,fire,SIN,SIN,,nan,SIN,british columbia
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,1.300.000.000.000
2017,May,4,natural,meteorological - hydrological,flood,2,SIN,1160000000000,nan,SIN,eastern canada
2017,Jan,24,natural,meteorological - hydrological,storm,SIN,SIN,,nan,SIN,new brunswick
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2017,Mar,7,natural,meteorological - hydrological,storm,SIN,SIN,,nan,SIN,"churchill, manitoba"
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2017,Apr,27,natural,meteorological - hydrological,flood,SIN,SIN,00000,nan,SIN,british columbia
2017,Jun,2,natural,meteorological - hydrological,storm,SIN,SIN,460000000000,nan,SIN,saskatoon
2018,Aug,15,natural,meteorological - hydrological,fire,SIN,SIN,,nan,SIN,british columbia
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2018,Jul,3,natural,meteorological - hydrological,fire,SIN,SIN,,nan,SIN,ontario
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2018,Feb,16,natural,meteorological - hydrological,flood,SIN,SIN,,nan,SIN,"grand river, on"
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2018,Apr,27,natural,meteorological - hydrological,flood,SIN,SIN,,nan,SIN,new brunswick
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2018,Jun,30,natural,meteorological - hydrological,head event/drought,SIN,SIN,,nan,SIN,quebec
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2018,Sep,21,natural,meteorological - hydrological,air,SIN,SIN,,nan,SIN,national capital region
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,3.340.000.000.000
2018,Aug,1,natural,meteorological - hydrological,storm,SIN,SIN,,nan,SIN,southern alberta
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,800.000.000.000
2018,Aug,7,natural,meteorological - hydrological,flood,SIN,SIN,800000000000,nan,SIN,toronto
2018,May,4,natural,meteorological - hydrological,storm,3,SIN,6800000000000,nan,SIN,southern ontario
2018,Apr,14,natural,meteorological - hydrological,storm,SIN,SIN,1900000000000,nan,SIN,southern ontario
2018,Jun,14,natural,meteorological - hydrological,storm,SIN,SIN,200000000000,nan,SIN,southern manitoba
