YEAR,GEO,performance_of_system,Incidents&Casualties,VALUE,Status of casualty,Type of structure
2011,manitoba,SIN,fire-related deaths,0.0,civilian,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",residential fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2011,manitoba,SIN,fire-related deaths,0.0,civilian,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",residential fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2011,manitoba,SIN,fire-related deaths,0.0,civilian,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",residential fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2011,manitoba,SIN,fire-related deaths,0.0,civilian,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2011,manitoba,SIN,fire-related deaths,19.0,"total, status of casualty",total structural fires
2011,manitoba,SIN,fire-related deaths,19.0,"total, status of casualty",residential fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2011,manitoba,SIN,fire-related deaths,19.0,civilian,total structural fires
2011,manitoba,SIN,fire-related deaths,19.0,civilian,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,civilian,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,storage property fires
2011,manitoba,SIN,fire-related deaths,0.0,firefighter,other structure type
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2011,manitoba,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
